mapa_origem,x_origem,y_origem,mapa_destino,x_destino,y_destino,arquivo
alberta_in,66,153,alberta_in,66,173,alberta.txt
alberta_in,66,170,alberta_in,66,149,alberta.txt
alb2trea,88,111,treasure01,69,24,alberta.txt
aldebaran,118,63,aldeba_in,211,117,aldebaran.txt
aldebaran,139,34,mjolnir_12,199,375,aldebaran.txt
aldebaran,197,70,aldeba_in,94,41,aldebaran.txt
aldebaran,233,105,aldeba_in,157,190,aldebaran.txt
aldebaran,51,218,aldeba_in,24,227,aldebaran.txt
aldebaran,61,229,aldeba_in,148,227,aldebaran.txt
aldebaran,72,197,aldeba_in,27,37,aldebaran.txt
aldebaran,89,234,aldeba_in,242,237,aldebaran.txt
aldeba_in,103,157,aldeba_in,137,237,aldebaran.txt
aldeba_in,103,61,aldeba_in,97,105,aldebaran.txt
aldeba_in,134,237,aldeba_in,100,157,aldebaran.txt
aldeba_in,144,92,aldeba_in,149,52,aldebaran.txt
aldeba_in,148,224,aldebaran,63,227,aldebaran.txt
aldeba_in,149,55,aldeba_in,144,95,aldebaran.txt
aldeba_in,157,193,aldebaran,231,107,aldebaran.txt
aldeba_in,208,117,aldebaran,116,63,aldebaran.txt
aldeba_in,217,131,aldeba_in,217,163,aldebaran.txt
aldeba_in,217,160,aldeba_in,217,128,aldebaran.txt
aldeba_in,217,71,aldeba_in,218,107,aldebaran.txt
aldeba_in,218,104,aldeba_in,218,68,aldebaran.txt
aldeba_in,24,224,aldebaran,53,216,aldebaran.txt
aldeba_in,245,237,aldebaran,91,234,aldebaran.txt
aldeba_in,27,102,aldeba_in,27,68,aldebaran.txt
aldeba_in,27,34,aldebaran,72,195,aldebaran.txt
aldeba_in,27,71,aldeba_in,27,105,aldebaran.txt
aldeba_in,37,238,aldeba_in,67,157,aldebaran.txt
aldeba_in,64,157,aldeba_in,34,238,aldebaran.txt
aldeba_in,83,191,aldeba_in,83,227,aldebaran.txt
aldeba_in,83,224,aldeba_in,83,188,aldebaran.txt
aldeba_in,94,38,aldebaran,197,68,aldebaran.txt
aldeba_in,97,102,aldeba_in,103,58,aldebaran.txt
aldebaran,225,54,aldeba_in,149,120,aldebaran.txt
aldeba_in,149,123,aldebaran,223,56,aldebaran.txt
turbo_room,100,62,alde_gld,183,198,aldebaran.txt
amatsu,177,138,ama_in01,28,176,amatsu.txt
ama_in01,31,176,amatsu,180,138,amatsu.txt
amatsu,248,160,ama_in01,79,178,amatsu.txt
ama_in01,76,178,amatsu,245,160,amatsu.txt
amatsu,168,182,ama_in01,34,99,amatsu.txt
ama_in01,34,96,amatsu,168,179,amatsu.txt
amatsu,52,148,ama_in01,88,97,amatsu.txt
ama_in01,88,94,amatsu,52,145,amatsu.txt
amatsu,94,117,ama_in01,30,24,amatsu.txt
ama_in01,33,24,amatsu,97,117,amatsu.txt
amatsu,132,117,ama_in01,89,23,amatsu.txt
ama_in01,86,23,amatsu,129,117,amatsu.txt
amatsu,217,116,ama_in01,162,25,amatsu.txt
ama_in01,157,25,amatsu,214,116,amatsu.txt
ama_in01,166,73,ama_in01,162,31,amatsu.txt
ama_in01,162,34,ama_in01,166,77,amatsu.txt
amatsu,85,235,ama_in02,223,45,amatsu.txt
ama_in02,226,45,amatsu,88,235,amatsu.txt
ama_in02,65,37,ama_in02,195,41,amatsu.txt
ama_in02,195,44,ama_in02,65,40,amatsu.txt
ama_in02,59,141,ama_in02,56,41,amatsu.txt
ama_in02,56,44,ama_in02,59,144,amatsu.txt
ama_in02,215,149,ama_in02,59,156,amatsu.txt
ama_in02,59,160,ama_in02,215,152,amatsu.txt
ama_in02,126,164,ama_in02,219,161,amatsu.txt
ama_in02,222,161,ama_in02,129,164,amatsu.txt
ayothaya,130,97,ayo_in01,43,183,ayothaya.txt
ayo_in01,46,183,ayothaya,132,99,ayothaya.txt
ayothaya,129,86,ayo_in01,21,178,ayothaya.txt
ayo_in01,23,176,ayothaya,132,86,ayothaya.txt
ayothaya,130,75,ayo_in01,17,156,ayothaya.txt
ayo_in01,17,153,ayothaya,132,73,ayothaya.txt
ayothaya,165,90,ayo_in01,77,174,ayothaya.txt
ayo_in01,73,174,ayothaya,162,90,ayothaya.txt
ayothaya,177,90,ayo_in01,95,175,ayothaya.txt
ayo_in01,98,175,ayothaya,180,90,ayothaya.txt
ayothaya,173,77,ayo_in01,85,152,ayothaya.txt
ayo_in01,85,149,ayothaya,173,74,ayothaya.txt
ayothaya,229,69,ayo_in01,137,192,ayothaya.txt
ayo_in01,137,195,ayothaya,229,72,ayothaya.txt
ayothaya,202,161,ayo_in01,31,108,ayothaya.txt
ayo_in01,31,111,ayothaya,202,164,ayothaya.txt
ayothaya,211,150,ayo_in01,47,94,ayothaya.txt
ayo_in01,50,94,ayothaya,214,150,ayothaya.txt
ayothaya,202,140,ayo_in01,31,81,ayothaya.txt
ayo_in01,31,78,ayothaya,202,137,ayothaya.txt
ayothaya,192,150,ayo_in01,13,94,ayothaya.txt
ayo_in01,10,94,ayothaya,189,150,ayothaya.txt
ayo_in01,13,107,ayo_in01,132,27,ayothaya.txt
ayo_in01,135,27,ayo_in01,17,107,ayothaya.txt
ayo_in01,48,107,ayo_in01,179,27,ayothaya.txt
ayo_in01,176,27,ayo_in01,45,107,ayothaya.txt
ayo_in01,13,82,ayo_in01,18,14,ayothaya.txt
ayo_in01,21,14,ayo_in01,17,82,ayothaya.txt
ayo_in01,48,82,ayo_in01,63,14,ayothaya.txt
ayo_in01,60,14,ayo_in01,45,82,ayothaya.txt
ayothaya,111,109,ayo_in01,180,129,ayothaya.txt
ayo_in01,177,129,ayothaya,111,106,ayothaya.txt
ayothaya,62,104,ayo_in01,191,183,ayothaya.txt
ayo_in01,194,183,ayothaya,65,104,ayothaya.txt
ayothaya,208,283,ayo_in02,100,152,ayothaya.txt
ayo_in02,100,148,ayothaya,208,280,ayothaya.txt
ayothaya,276,176,ayo_fild01,37,241,ayothaya.txt
ayo_fild01,32,240,ayothaya,273,176,ayothaya.txt
brasilis,146,162,bra_in01,17,137,brasilis.txt
bra_in01,17,134,brasilis,148,161,brasilis.txt
bra_in01,50,145,bra_in01,81,143,brasilis.txt
bra_in01,79,142,bra_in01,47,144,brasilis.txt
bra_in01,50,171,bra_in01,82,168,brasilis.txt
bra_in01,79,169,bra_in01,46,170,brasilis.txt
bra_in01,138,174,bra_in01,12,183,brasilis.txt
bra_in01,206,98,bra_in01,138,176,brasilis.txt
brasilis,274,153,bra_in01,38,9,brasilis.txt
bra_in01,39,7,brasilis,273,151,brasilis.txt
bra_in01,52,27,bra_in01,85,26,brasilis.txt
bra_in01,83,27,bra_in01,50,27,brasilis.txt
bra_in01,9,67,bra_in01,154,22,brasilis.txt
bra_in01,156,23,bra_in01,11,65,brasilis.txt
bra_in01,52,67,bra_in01,87,66,brasilis.txt
bra_in01,85,67,bra_in01,50,66,brasilis.txt
bra_in01,31,29,bra_in01,23,70,brasilis.txt
bra_in01,25,70,bra_in01,32,26,brasilis.txt
bra_in01,31,74,bra_in01,148,59,brasilis.txt
bra_in01,148,57,bra_in01,31,72,brasilis.txt
comodo,92,128,cmd_in01,85,174,comodo.txt
cmd_in01,90,174,comodo,97,128,comodo.txt
comodo,265,74,cmd_in01,123,180,comodo.txt
cmd_in01,123,186,comodo,265,79,comodo.txt
comodo,271,271,cmd_in01,113,125,comodo.txt
cmd_in01,109,125,comodo,269,273,comodo.txt
comodo,192,294,cmd_in01,177,123,comodo.txt
cmd_in01,183,123,comodo,195,294,comodo.txt
comodo,145,328,cmd_in01,120,71,comodo.txt
cmd_in01,120,67,comodo,145,324,comodo.txt
comodo,236,298,cmd_in01,179,81,comodo.txt
cmd_in01,183,81,comodo,239,296,comodo.txt
comodo,130,195,cmd_in02,143,173,comodo.txt
cmd_in02,139,169,comodo,127,191,comodo.txt
cmd_in02,208,206,cmd_in02,97,211,comodo.txt
cmd_in02,98,216,cmd_in02,207,210,comodo.txt
comodo,115,291,cmd_in02,67,132,comodo.txt
cmd_in02,69,129,comodo,115,288,comodo.txt
comodo,140,111,cmd_in02,178,132,comodo.txt
cmd_in02,178,136,comodo,140,115,comodo.txt
comodo,153,97,cmd_in02,212,97,comodo.txt
cmd_in02,216,97,comodo,157,97,comodo.txt
comodo,126,98,cmd_in02,144,97,comodo.txt
cmd_in02,139,97,comodo,122,98,comodo.txt
comodo,140,90,cmd_in02,74,25,comodo.txt
cmd_in02,74,21,comodo,140,86,comodo.txt
cmd_in02,168,113,cmd_in02,63,73,comodo.txt
cmd_in02,58,74,cmd_in02,166,116,comodo.txt
cmd_in02,187,78,cmd_in02,84,37,comodo.txt
cmd_in02,90,37,cmd_in02,191,77,comodo.txt
einbech,177,136,ein_in01,190,35,einbech.txt
ein_in01,190,38,einbech,177,133,einbech.txt
einbech,207,135,ein_in01,190,99,einbech.txt
ein_in01,187,99,einbech,204,135,einbech.txt
einbech,214,121,ein_in01,205,86,einbech.txt
ein_in01,205,83,einbech,214,118,einbech.txt
einbech,154,106,ein_in01,285,89,einbech.txt
ein_in01,288,89,einbech,157,106,einbech.txt
einbech,145,112,ein_in01,268,104,einbech.txt
ein_in01,265,104,einbech,141,112,einbech.txt
einbech,256,109,ein_in01,148,153,einbech.txt
ein_in01,144,153,einbech,253,109,einbech.txt
einbroch,132,79,ein_in01,17,213,einbroch.txt
ein_in01,13,213,einbroch,129,79,einbroch.txt
ein_in01,81,198,einbroch,179,70,einbroch.txt
einbroch,179,73,ein_in01,81,203,einbroch.txt
einbroch,214,263,einbroch,233,315,einbroch.txt
einbroch,233,312,einbroch,214,260,einbroch.txt
einbroch,250,263,einbroch,269,315,einbroch.txt
einbroch,269,312,einbroch,250,260,einbroch.txt
einbroch,216,214,ein_in01,108,17,einbroch.txt
ein_in01,108,13,einbroch,216,211,einbroch.txt
einbroch,257,199,ein_in01,198,224,einbroch.txt
ein_in01,195,224,einbroch,254,199,einbroch.txt
ein_in01,211,216,ein_in01,274,218,einbroch.txt
ein_in01,271,218,ein_in01,208,216,einbroch.txt
ein_in01,211,232,ein_in01,274,232,einbroch.txt
ein_in01,271,232,ein_in01,208,232,einbroch.txt
ein_in01,264,246,ein_in01,231,276,einbroch.txt
ein_in01,231,273,ein_in01,264,243,einbroch.txt
ein_in01,274,203,ein_in01,274,173,einbroch.txt
ein_in01,274,176,ein_in01,274,206,einbroch.txt
ein_in01,264,203,ein_in01,232,173,einbroch.txt
ein_in01,232,176,ein_in01,264,206,einbroch.txt
ein_in01,284,224,ein_in01,177,277,einbroch.txt
ein_in01,180,277,ein_in01,280,224,einbroch.txt
einbroch,278,233,ein_in01,107,95,einbroch.txt
ein_in01,103,95,einbroch,275,233,einbroch.txt
ein_in01,126,88,ein_in01,100,139,einbroch.txt
ein_in01,100,142,ein_in01,123,85,einbroch.txt
einbroch,290,222,ein_in01,121,80,einbroch.txt
ein_in01,121,77,einbroch,290,219,einbroch.txt
einbroch,129,229,ein_in01,14,147,einbroch.txt
ein_in01,11,147,einbroch,126,229,einbroch.txt
ein_in01,286,25,einbroch,54,52,einbroch.txt
einbroch,255,107,ein_in01,14,17,einbroch.txt
ein_in01,14,14,einbroch,255,110,einbroch.txt
ein_in01,39,36,ein_in01,35,83,einbroch.txt
ein_in01,39,85,ein_in01,36,36,einbroch.txt
einbroch,157,331,ein_fild04,184,31,einbroch.txt
ein_fild04,184,26,einbroch,157,327,einbroch.txt
einbroch,150,25,ein_fild08,164,377,einbroch.txt
ein_fild08,164,380,einbroch,150,28,einbroch.txt
geffen,119,213,gef_fild04,187,42,geffen.txt
geffen,120,114,gef_tower,52,177,geffen.txt
geffen,217,119,gef_fild00,46,199,geffen.txt
geffen,26,119,gef_fild07,336,187,geffen.txt
geffen,138,138,geffen_in,28,110,geffen.txt
geffen,172,174,geffen_in,70,52,geffen.txt
geffen,182,59,geffen_in,106,177,geffen.txt
geffen,43,85,geffen_in,70,138,geffen.txt
geffen,61,180,geffen_in,162,97,geffen.txt
geffen,98,141,geffen_in,28,160,geffen.txt
geffen_in,28,156,geffen,101,138,geffen.txt
geffen_in,100,67,geffen_in,84,65,geffen.txt
geffen_in,87,66,geffen_in,103,67,geffen.txt
geffen_in,104,109,geffen_in,76,107,geffen.txt
geffen_in,79,107,geffen_in,107,109,geffen.txt
geffen_in,113,163,geffen_in,139,169,geffen.txt
geffen_in,136,169,geffen_in,110,163,geffen.txt
geffen_in,114,37,geffen_in,114,63,geffen.txt
geffen_in,114,60,geffen_in,114,34,geffen.txt
geffen_in,138,149,geffen_in,138,165,geffen.txt
geffen_in,138,162,geffen_in,138,146,geffen.txt
geffen_in,26,60,geffen_in,26,34,geffen.txt
geffen_in,26,37,geffen_in,26,63,geffen.txt
geffen_in,52,65,geffen_in,38,67,geffen.txt
geffen_in,41,67,geffen_in,55,65,geffen.txt
geffen_in,70,149,geffen_in,70,161,geffen.txt
geffen_in,70,158,geffen_in,70,146,geffen.txt
geffen_in,70,83,geffen_in,72,101,geffen.txt
geffen_in,72,98,geffen_in,70,80,geffen.txt
geffen_in,163,94,geffen,65,176,geffen.txt
geffen_in,70,132,geffen,46,88,geffen.txt
geffen_in,106,181,geffen,179,59,geffen.txt
geffen_in,28,106,geffen,136,136,geffen.txt
geffen_in,70,48,geffen,168,170,geffen.txt
gonryun,221,162,gon_in,112,98,gonryun.txt
gon_in,109,98,gonryun,218,162,gonryun.txt
gonryun,195,93,gon_in,95,23,gonryun.txt
gon_in,95,26,gonryun,195,96,gonryun.txt
gonryun,107,184,gon_in,72,70,gonryun.txt
gon_in,72,67,gonryun,107,181,gonryun.txt
gonryun,215,114,gon_in,152,24,gonryun.txt
gon_in,149,24,gonryun,212,114,gonryun.txt
gon_in,184,36,gon_in,189,107,gonryun.txt
gon_in,186,107,gon_in,181,36,gonryun.txt
gon_in,184,11,gon_in,189,85,gonryun.txt
gon_in,186,85,gon_in,181,11,gonryun.txt
gonryun,109,131,gon_in,44,24,gonryun.txt
gon_in,47,24,gonryun,112,131,gonryun.txt
gon_in,42,35,gon_in,34,97,gonryun.txt
gon_in,31,97,gon_in,39,35,gonryun.txt
gonryun,161,8,gon_fild01,191,261,gonryun.txt
gon_fild01,192,265,gonryun,161,11,gonryun.txt
hu_fild06,200,372,hugel,95,37,hugel.txt
hugel,95,33,hu_fild06,200,367,hugel.txt
hugel,155,114,hu_in01,211,177,hugel.txt
hu_in01,211,173,hugel,159,114,hugel.txt
hu_in01,162,228,hu_in01,199,219,hugel.txt
hu_in01,195,219,hu_in01,159,228,hugel.txt
hu_in01,162,168,hu_in01,200,192,hugel.txt
hu_in01,195,192,hu_in01,158,168,hugel.txt
hugel,153,153,hu_in01,287,231,hugel.txt
hu_in01,287,227,hugel,153,149,hugel.txt
hu_in01,263,252,hu_in01,360,253,hugel.txt
hu_in01,365,253,hu_in01,268,252,hugel.txt
hugel,92,167,hu_in01,246,363,hugel.txt
hu_in01,246,359,hugel,92,163,hugel.txt
hu_in01,244,315,hu_in01,243,388,hugel.txt
hu_in01,248,388,hu_in01,250,315,hugel.txt
hu_in01,229,313,hu_in01,164,315,hugel.txt
hu_in01,168,315,hu_in01,234,313,hugel.txt
hu_in01,168,307,hu_in01,167,376,hugel.txt
hu_in01,168,379,hu_in01,168,311,hugel.txt
hugel,85,181,hu_in01,231,303,hugel.txt
hu_in01,231,301,hugel,83,181,hugel.txt
hugel,70,157,hu_in01,110,373,hugel.txt
hu_in01,110,369,hugel,73,155,hugel.txt
hu_in01,108,390,hu_in01,107,322,hugel.txt
hu_in01,114,322,hu_in01,113,389,hugel.txt
hugel,91,104,hu_in01,30,304,hugel.txt
hu_in01,30,299,hugel,95,103,hugel.txt
hu_in01,34,318,hu_in01,34,251,hugel.txt
hu_in01,34,246,hu_in01,34,313,hugel.txt
hugel,104,79,hu_in01,235,107,hugel.txt
hu_in01,231,107,hugel,101,77,hugel.txt
hu_in01,268,123,hu_in01,265,36,hugel.txt
hu_in01,265,42,hu_in01,262,123,hugel.txt
hu_in01,37,90,hugel,52,95,hugel.txt
hu_in01,15,70,hu_in01,15,25,hugel.txt
hu_in01,15,29,hu_in01,15,74,hugel.txt
hu_in01,15,151,hu_in01,15,104,hugel.txt
hugel,206,228,hu_in01,381,368,hugel.txt
hu_in01,381,363,hugel,209,224,hugel.txt
hu_in01,380,319,hu_in01,382,388,hugel.txt
hu_in01,388,388,hu_in01,385,319,hugel.txt
hu_in01,177,90,hugel,52,95,hugel.txt
hu_in01,107,90,hugel,52,95,hugel.txt
hu_in01,85,108,hu_in01,85,155,hugel.txt
hu_in01,85,151,hu_in01,85,104,hugel.txt
hu_in01,85,70,hu_in01,85,25,hugel.txt
hu_in01,85,29,hu_in01,85,74,hugel.txt
hugel,129,66,hu_in01,350,107,hugel.txt
hu_in01,345,107,hugel,126,64,hugel.txt
hu_in01,381,118,hu_in01,379,173,hugel.txt
hu_in01,379,178,hu_in01,376,118,hugel.txt
hugel,153,216,hu_in01,305,379,hugel.txt
hu_in01,301,379,hugel,147,216,hugel.txt
hu_in01,314,386,hu_in01,312,322,hugel.txt
hu_in01,307,322,hu_in01,310,386,hugel.txt
hugel,80,230,hu_in01,24,363,hugel.txt
hu_in01,24,361,hugel,82,230,hugel.txt
hugel,55,208,que_bingo,49,9,hugel.txt
que_bingo,49,7,hugel,57,207,hugel.txt
que_bingo,39,34,que_bingo,34,109,hugel.txt
que_bingo,34,105,que_bingo,38,28,hugel.txt
que_bingo,53,34,que_bingo,49,71,hugel.txt
que_bingo,48,66,que_bingo,53,29,hugel.txt
lighthalzen,101,248,lhz_in01,111,126,lighthalzen.txt
lhz_in01,111,121,lighthalzen,101,243,lighthalzen.txt
lighthalzen,106,248,lhz_in01,116,126,lighthalzen.txt
lhz_in01,116,121,lighthalzen,106,243,lighthalzen.txt
lhz_in01,88,215,lhz_in01,106,18,lighthalzen.txt
lhz_in01,106,15,lhz_in01,88,211,lighthalzen.txt
lhz_in01,140,215,lhz_in01,158,18,lighthalzen.txt
lhz_in01,158,15,lhz_in01,140,211,lighthalzen.txt
lhz_in01,149,179,lhz_in01,15,24,lighthalzen.txt
lhz_in01,11,24,lhz_in01,145,178,lighthalzen.txt
lhz_in01,76,254,lhz_in01,100,52,lighthalzen.txt
lhz_in01,98,55,lhz_in01,76,250,lighthalzen.txt
lhz_in01,188,254,lhz_in01,191,52,lighthalzen.txt
lhz_in01,194,55,lhz_in01,188,250,lighthalzen.txt
lhz_in01,231,226,lhz_in01,257,226,lighthalzen.txt
lhz_in01,251,226,lhz_in01,225,226,lighthalzen.txt
lhz_in01,40,224,lhz_in01,19,129,lighthalzen.txt
lhz_in01,15,129,lhz_in01,34,224,lighthalzen.txt
lhz_in01,43,144,lhz_in01,278,161,lighthalzen.txt
lhz_in01,278,157,lhz_in01,43,139,lighthalzen.txt
lhz_in01,58,129,lhz_in01,196,127,lighthalzen.txt
lhz_in01,191,127,lhz_in01,53,129,lighthalzen.txt
lighthalzen,198,257,lhz_in02,39,28,lighthalzen.txt
lhz_in02,44,28,lighthalzen,203,257,lighthalzen.txt
lighthalzen,236,276,lhz_in02,133,199,lighthalzen.txt
lhz_in02,129,199,lighthalzen,232,275,lighthalzen.txt
lighthalzen,238,220,lhz_in02,28,270,lighthalzen.txt
lhz_in02,27,265,lighthalzen,238,217,lighthalzen.txt
lhz_in02,13,284,lhz_in02,89,285,lighthalzen.txt
lhz_in02,95,285,lhz_in02,18,284,lighthalzen.txt
lhz_in02,114,272,lhz_in02,153,282,lighthalzen.txt
lhz_in02,149,282,lhz_in02,109,272,lighthalzen.txt
lighthalzen,93,110,lhz_in02,104,26,lighthalzen.txt
lhz_in02,108,26,lighthalzen,96,110,lighthalzen.txt
lighthalzen,197,36,lhz_in02,284,30,lighthalzen.txt
lhz_in02,288,30,lighthalzen,194,35,lighthalzen.txt
lighthalzen,196,46,lhz_in02,282,83,lighthalzen.txt
lhz_in02,282,79,lighthalzen,194,48,lighthalzen.txt
lhz_in02,265,14,lhz_in02,269,82,lighthalzen.txt
lhz_in02,274,82,lhz_in02,270,14,lighthalzen.txt
lighthalzen,159,133,lhz_in02,232,265,lighthalzen.txt
lhz_in02,232,261,lighthalzen,158,129,lighthalzen.txt
lhz_in02,210,284,lhz_in02,241,219,lighthalzen.txt
lhz_in02,236,219,lhz_in02,206,284,lighthalzen.txt
lhz_in02,250,278,lhz_in02,265,278,lighthalzen.txt
lhz_in02,261,278,lhz_in02,246,278,lighthalzen.txt
lhz_in02,254,212,lhz_in02,273,212,lighthalzen.txt
lhz_in02,269,212,lhz_in02,250,212,lighthalzen.txt
lhz_in02,238,169,lhz_in02,238,150,lighthalzen.txt
lhz_in02,238,154,lhz_in02,238,173,lighthalzen.txt
lhz_in02,231,182,lhz_in02,212,182,lighthalzen.txt
lhz_in02,216,182,lhz_in02,235,182,lighthalzen.txt
lhz_in02,231,200,lhz_in02,212,200,lighthalzen.txt
lhz_in02,216,200,lhz_in02,235,200,lighthalzen.txt
lighthalzen,198,163,lhz_in02,21,195,lighthalzen.txt
lhz_in02,21,191,lighthalzen,202,160,lighthalzen.txt
lhz_in02,39,204,lhz_in02,41,136,lighthalzen.txt
lhz_in02,36,136,lhz_in02,34,204,lighthalzen.txt
lhz_in02,13,155,lhz_in02,84,223,lighthalzen.txt
lhz_in02,79,223,lhz_in02,17,155,lighthalzen.txt
lhz_in02,49,154,lhz_in02,98,155,lighthalzen.txt
lhz_in02,103,155,lhz_in02,44,154,lighthalzen.txt
lhz_in02,94,212,lhz_in02,94,144,lighthalzen.txt
lhz_in02,89,144,lhz_in02,89,212,lighthalzen.txt
lighthalzen,324,301,lhz_in03,241,100,lighthalzen.txt
lhz_in03,237,100,lighthalzen,322,296,lighthalzen.txt
lhz_in03,257,83,lhz_in03,255,14,lighthalzen.txt
lhz_in03,250,14,lhz_in03,252,83,lighthalzen.txt
lighthalzen,347,261,lhz_in03,14,218,lighthalzen.txt
lhz_in03,10,216,lighthalzen,341,261,lighthalzen.txt
lighthalzen,345,231,lhz_in03,188,15,lighthalzen.txt
lhz_in03,188,11,lighthalzen,344,227,lighthalzen.txt
lhz_in03,191,35,lhz_in03,191,103,lighthalzen.txt
lhz_in03,190,100,lhz_in03,190,31,lighthalzen.txt
lighthalzen,340,240,lhz_in03,180,86,lighthalzen.txt
lhz_in03,180,90,lighthalzen,339,245,lighthalzen.txt
lighthalzen,50,86,lhz_in03,45,31,lighthalzen.txt
lhz_in03,50,31,lighthalzen,55,86,lighthalzen.txt
lhz_in03,13,31,lhz_in03,15,99,lighthalzen.txt
lhz_in03,20,99,lhz_in03,17,31,lighthalzen.txt
lighthalzen,251,299,lhz_in03,97,21,lighthalzen.txt
lhz_in03,93,21,lighthalzen,247,299,lighthalzen.txt
lhz_in03,134,14,lhz_in03,125,90,lighthalzen.txt
lhz_in03,120,90,lhz_in03,130,14,lighthalzen.txt
louyang,218,19,lou_fild01,233,353,louyang.txt
lou_fild01,233,356,louyang,218,22,louyang.txt
louyang,218,255,lou_in01,101,122,louyang.txt
lou_in01,101,119,louyang,218,252,louyang.txt
lou_in01,153,141,lou_in01,122,141,louyang.txt
lou_in01,125,141,lou_in01,156,141,louyang.txt
louyang,280,167,lou_in02,58,173,louyang.txt
lou_in02,58,170,louyang,280,164,louyang.txt
lou_in02,35,190,lou_in02,41,138,louyang.txt
lou_in02,44,138,lou_in02,37,190,louyang.txt
lou_in02,80,190,lou_in02,73,140,louyang.txt
lou_in02,71,140,lou_in02,77,190,louyang.txt
louyang,145,174,lou_in02,126,168,louyang.txt
lou_in02,126,165,louyang,145,171,louyang.txt
louyang,136,97,lou_in02,247,171,louyang.txt
lou_in02,249,173,louyang,136,99,louyang.txt
louyang,263,93,lou_in02,245,59,louyang.txt
lou_in02,242,59,louyang,260,93,louyang.txt
louyang,309,80,lou_in02,189,77,louyang.txt
lou_in02,189,74,louyang,309,77,louyang.txt
lou_in02,201,94,lou_in02,173,46,louyang.txt
lou_in02,176,46,lou_in02,203,94,louyang.txt
louyang,130,63,lou_in02,72,31,louyang.txt
lou_in02,72,28,louyang,130,60,louyang.txt
louyang,317,176,lou_in02,121,31,louyang.txt
lou_in02,121,28,louyang,317,173,louyang.txt
louyang,133,245,lou_in01,25,19,louyang.txt
lou_in01,28,19,louyang,136,245,louyang.txt
lou_in01,14,18,louyang,90,254,louyang.txt
xmas,149,41,xmas_fild01,80,248,lutie.txt
xmas,120,131,xmas_in,43,33,lutie.txt
xmas_in,46,33,xmas,123,131,lutie.txt
xmas,174,131,xmas_in,155,32,lutie.txt
xmas_in,153,32,xmas,172,131,lutie.txt
xmas,119,162,xmas_in,36,91,lutie.txt
xmas_in,38,89,xmas,122,159,lutie.txt
xmas,189,278,xmas_in,168,164,lutie.txt
xmas_in,168,160,xmas,189,275,lutie.txt
xmas,173,160,xmas_in,165,95,lutie.txt
xmas_in,163,93,xmas,172,158,lutie.txt
xmas,181,169,xmas_in,177,107,lutie.txt
xmas_in,179,109,xmas,184,168,lutie.txt
xmas,142,239,xmas_in,94,85,lutie.txt
xmas_in,94,83,xmas,142,237,lutie.txt
xmas,149,239,xmas_in,104,85,lutie.txt
xmas_in,104,83,xmas,149,237,lutie.txt
xmas,142,258,xmas_in,94,115,lutie.txt
xmas_in,94,117,xmas,142,260,lutie.txt
xmas,149,258,xmas_in,104,115,lutie.txt
xmas_in,104,117,xmas,149,260,lutie.txt
xmas,104,289,xmas_in,30,163,lutie.txt
xmas_in,30,161,xmas,104,286,lutie.txt
manuk,311,142,man_in01,277,41,manuk.txt
man_in01,275,41,manuk,309,142,manuk.txt
manuk,310,201,man_in01,358,121,manuk.txt
man_in01,358,119,manuk,310,199,manuk.txt
manuk,255,110,man_in01,7,61,manuk.txt
man_in01,5,61,manuk,253,110,manuk.txt
